geneId	transcriptId	nbExons	nbUmis
Hspa4l	undef	0	244
Bcas2	ENSMUST00000155520.7	6	54
H13	ENSMUST00000125366.7	12	174
B3gnt4	ENSMUST00000031384.5	1	2
Poglut1	ENSMUST00000137762.1	3	1
Use1	ENSMUST00000110053.8	9	8
Shisa9	ENSMUST00000182889.1	3	16
Nabp2	ENSMUST00000164199.7	6	119
RP23-341E13.1	ENSMUST00000204925.1	1	3
Psma3	ENSMUST00000160864.7	10	4
Zfp120	ENSMUST00000089207.12	4	38
Pet100	ENSMUST00000156380.3	4	65
AC079042.1	ENSMUST00000131345.7	3	3
Abat	undef	0	76
Rab23	ENSMUST00000151482.7	5	2
Ssr4	ENSMUST00000129239.1	4	3
Ube2ql1	ENSMUST00000065118.6	2	47
Mdp1	ENSMUST00000226659.1	5	27
E2f7	ENSMUST00000174857.7	3	3
RP23-78H9.2	ENSMUST00000206586.1	1	1
RP24-268A16.1	undef	0	6
Tab1	undef	0	72
Mkrn2	undef	0	126
Angptl1	ENSMUST00000111720.1	2	2
Ubb	undef	0	2425
AC125061.1	undef	0	94
Acot8	ENSMUST00000134611.3	5	24
Map2k3	ENSMUST00000019076.9	12	48
Dnph1	ENSMUST00000046497.6	4	118
Ndrg1	ENSMUST00000005256.13	16	172
Rel	undef	0	24
Vars	ENSMUST00000174260.7	4	15
Itm2b	ENSMUST00000228637.1	2	1
RP23-16D16.4	ENSMUST00000192895.1	1	2
Scel	undef	0	4
Pfdn5	ENSMUST00000166658.7	6	4028
RP23-416A5.5	undef	0	2
Msl1	ENSMUST00000107485.7	3	39
Srr	undef	0	53
Nfib	ENSMUST00000140874.7	7	7
Ubxn6	ENSMUST00000019722.11	11	640
Pifo	undef	0	2
Eprs	ENSMUST00000046514.12	32	3
Prkg2	ENSMUST00000161490.7	19	1
Phox2a	undef	0	2
Ick	ENSMUST00000044551.7	14	54
Pxmp4	undef	0	17
Terf1	ENSMUST00000188371.6	10	34
Pts	undef	0	104
Mrpl15	ENSMUST00000156816.6	5	624
Fam177a	ENSMUST00000177768.2	5	14
RP23-32C16.1	undef	0	19
RP23-419G21.6	undef	0	13
Prdx3	undef	0	25
Abcc5	undef	0	133
Ect2	ENSMUST00000176242.8	24	5
RP23-286G12.4	ENSMUST00000121613.1	1	1
Gja1	ENSMUST00000068581.8	2	28
Dcst2	undef	0	3
Wdr61	ENSMUST00000144365.1	2	1
Ttc39d	undef	0	17
Pxmp4	ENSMUST00000000896.10	4	25
Tiam1	undef	0	176
Epdr1	ENSMUST00000002885.7	3	30
Atad3a	undef	0	94
Anapc16	ENSMUST00000182152.1	4	3
Mir340	ENSMUST00000083483.1	1	1
Pax6	ENSMUST00000153639.1	2	18
Slc44a1	ENSMUST00000102911.9	16	1
Mtl5	ENSMUST00000025840.15	9	1
Mcoln1	ENSMUST00000004683.12	14	8
Rps5	ENSMUST00000137329.3	6	10
Urm1	undef	0	210
Slc18a1	undef	0	6
Gapdh	ENSMUST00000118875.7	7	64
Tiparp	ENSMUST00000154094.1	3	2
RP23-454A14.1	ENSMUST00000128242.1	2	1
Adpgk	undef	0	59
Tspan14	ENSMUST00000224209.1	8	6
Pacs2	undef	0	359
Dync1i2	ENSMUST00000100028.9	17	76
Nom1	undef	0	206
Slc9a8	ENSMUST00000141400.7	9	1
Ago1	ENSMUST00000097888.9	19	2
RP23-402H19.3	ENSMUST00000053865.6	1	3
Rspo1	undef	0	10
Anxa4	ENSMUST00000113675.7	12	3
RP24-423L4.1	ENSMUST00000200275.1	1	37
WI1-1749A12.1	ENSMUST00000199465.1	1	5
Surf6	undef	0	65
Cox7c	ENSMUST00000132233.1	2	30
Spg20	undef	0	97
Frmd4b	undef	0	981
RP24-530L11.1	undef	0	2
Pex5	undef	0	92
Zfp428	ENSMUST00000071361.12	3	1170
Ero1l	ENSMUST00000022378.8	16	21
Hook3	undef	0	332
Zbtb37	ENSMUST00000159250.8	5	3
Siah1b	ENSMUST00000071667.8	4	6
Wipi1	ENSMUST00000047186.9	12	11
RP24-95O4.4	ENSMUST00000197906.1	1	34
Kctd20	ENSMUST00000057174.14	8	8
RP23-242J3.1	ENSMUST00000208188.1	1	14
RP23-14P23.2	undef	0	482
Sox5	undef	0	372
Hgh1	ENSMUST00000023213.7	6	53
Arl2	undef	0	57
Rnf170	undef	0	38
Cldn34c1	ENSMUST00000139733.1	2	12
Lrrc57	ENSMUST00000102496.7	6	2
Zfp157	undef	0	271
Ddx20	ENSMUST00000200078.4	10	1
Spats2	ENSMUST00000063517.5	13	17
AC155937.2	undef	0	2
Gm24233	ENSMUST00000104317.1	1	3
RP23-199A2.7	undef	0	13
RP23-172M21.16	ENSMUST00000102580.9	9	5
Zfp748	ENSMUST00000053289.10	3	6
Serhl	ENSMUST00000166427.7	11	1
A730071L15Rik	ENSMUST00000181545.1	1	14
Zfp410	ENSMUST00000220832.1	2	1
P4ha3	undef	0	11
Tnfsf13os	ENSMUST00000145435.1	2	1
Slc11a1	undef	0	2
Slc4a8	undef	0	81
Ssbp4	undef	0	325
Rnf220	ENSMUST00000223371.1	3	9
Lrfn1	undef	0	89
RP24-188H2.5	ENSMUST00000195401.1	1	42
Def8	ENSMUST00000001522.9	13	3
RP23-147K15.4	ENSMUST00000141922.7	4	1
Fen1	ENSMUST00000116542.8	2	37
Phf21b	ENSMUST00000016768.11	13	35
Gnb1	ENSMUST00000176308.1	4	65
Zfp541	undef	0	1
RP23-296I6.8	ENSMUST00000192735.1	1	27
AC157774.6	undef	0	98
Glrx3	undef	0	439
Rasal2	ENSMUST00000129880.7	6	17
Tmem56	undef	0	6
Ampd2	ENSMUST00000102638.7	18	2
Bap1	undef	0	154
Wnt4	undef	0	5
RP24-491I24.2	undef	0	4
Eif5a	ENSMUST00000108613.9	6	4910
Ilf2	ENSMUST00000196769.4	13	4
RP23-293I7.4	ENSMUST00000195566.1	1	11
RP24-74O18.2	ENSMUST00000193199.1	1	16
Klhl5	ENSMUST00000204479.1	2	10
AC154885.2	undef	0	1
RP23-50E10.1	ENSMUST00000196407.1	1	367
Cdk20	ENSMUST00000223279.1	2	1
Yipf6	ENSMUST00000140479.1	6	7
Mtfmt	undef	0	40
Zfc3h1	ENSMUST00000141246.1	2	3
C1ql2	ENSMUST00000037286.9	2	1
Gadd45a	undef	0	6
Mier1	ENSMUST00000144219.1	2	1
Zbtb7c	undef	0	17
RP23-340E1.2	ENSMUST00000135527.1	2	2
Myl6b	ENSMUST00000026428.3	7	27
Parg	ENSMUST00000164137.7	9	2
RP23-446D4.7	ENSMUST00000193601.1	1	9
Tdp2	ENSMUST00000223804.1	2	11
Fndc3a	undef	0	345
AC122186.1	ENSMUST00000145844.2	1	302
Cdk5rap3	ENSMUST00000154289.1	2	6
Gak	undef	0	84
Eya4	undef	0	11
Wdr31	ENSMUST00000030087.13	11	9
Tcp1	undef	0	654
Prss35	undef	0	3
RP23-25A7.6	ENSMUST00000225370.1	1	2
RP23-207N2.1	ENSMUST00000206719.1	1	2
Tbp	undef	0	75
Rpl3	ENSMUST00000187578.1	9	34
RP23-202B12.3	undef	0	1
RP23-187N14.2	undef	0	1
Atl3	ENSMUST00000025668.7	13	6
Gm23966	ENSMUST00000179823.1	1	8
Tox3	ENSMUST00000176034.1	3	1
Chd4	ENSMUST00000138968.1	3	4
Gramd3	ENSMUST00000070166.5	14	11
Ash2l	ENSMUST00000110609.7	16	4
Serinc4	undef	0	6
Bcar3	ENSMUST00000029766.8	12	5
RP23-275N21.2	undef	0	4
Ermp1	ENSMUST00000160125.1	2	1
Stx8	ENSMUST00000129992.7	7	5
Mtf2	ENSMUST00000199194.1	2	92
RP23-349B16.3	undef	0	4
Hbb-bt	ENSMUST00000098192.3	3	15610
Osgin2	ENSMUST00000149891.1	5	1
Dyrk3	undef	0	27
RP24-234J3.2	undef	0	36
Trim13	ENSMUST00000165015.8	3	1
RP24-296L6.3	ENSMUST00000197640.1	1	1
Bcam	ENSMUST00000003061.13	15	1
Gbe1	ENSMUST00000099628.4	2	4
Pepd	undef	0	51
Dag1	ENSMUST00000171412.6	4	4
Cenpm	undef	0	38
Alg2	undef	0	131
Nup37	ENSMUST00000052355.14	10	73
Tagln2	undef	0	55
Nkain4	undef	0	77
Fbxo17	undef	0	23
Npy2r	ENSMUST00000182831.1	2	1
Cdipt	ENSMUST00000206346.1	6	1
Elovl4	undef	0	71
Nphp1	undef	0	38
RP23-464E7.4	undef	0	19
Rsph10b	ENSMUST00000164604.1	3	1
Rbbp9	ENSMUST00000028915.5	5	63
Rps15a-ps6	ENSMUST00000117476.1	1	319
RP23-295F17.2	ENSMUST00000119143.1	1	1
Fig4	ENSMUST00000043814.4	23	23
Mospd1	ENSMUST00000096447.8	6	125
Midn	undef	0	851
Tomm70a	undef	0	322
RP23-323P11.3	undef	0	25
Fosb	ENSMUST00000003640.3	4	6
Xab2	undef	0	82
Gm26610	ENSMUST00000181529.1	2	3
Izumo4	ENSMUST00000218184.1	10	4
Slbp	undef	0	187
Ndrg3	ENSMUST00000069600.12	17	12
RP23-383D12.6	ENSMUST00000128518.1	1	2
Lyrm7	ENSMUST00000144164.7	5	18
Keap1	ENSMUST00000194542.5	6	58
Lrp5	ENSMUST00000176867.1	8	1
Mccc2	ENSMUST00000022148.6	17	56
Rpap2	ENSMUST00000150074.1	3	1
Zfp658	ENSMUST00000107972.7	5	23
Hemk1	ENSMUST00000035196.13	11	9
Rnaseh2a	ENSMUST00000065049.14	8	1
Sfxn5	ENSMUST00000059034.12	13	2
Anapc5	ENSMUST00000197074.4	17	15
Mgrn1	undef	0	269
Mterf3	ENSMUST00000174011.7	4	4
Svbp	ENSMUST00000097908.3	3	93
Enkur	undef	0	20
Ogfod2	undef	0	46
Wdr44	ENSMUST00000135445.1	2	1
Arl8b	undef	0	190
Lmbr1	ENSMUST00000198105.4	17	1
Usp42	undef	0	128
Mafg	undef	0	115
Atp6v0b	ENSMUST00000152356.1	3	8
RP24-87L14.1	ENSMUST00000108930.8	5	5
Proser1	undef	0	450
Ropn1l	undef	0	1
Taz	undef	0	167
Hexim2	undef	0	15
AC132303.1	ENSMUST00000099454.3	1	12
Athl1	ENSMUST00000079403.10	14	13
Nid2	undef	0	5
Abhd17a	undef	0	116
Nup93	undef	0	65
Dnajb12	ENSMUST00000142819.7	8	7
RP24-406I15.2	ENSMUST00000201286.3	4	76
Pfdn5	undef	0	270
Casz1	ENSMUST00000128881.1	2	1
RP23-85B15.8	undef	0	1
Pea15a	ENSMUST00000111247.7	4	15
RP23-101D13.1	undef	0	1
Ano4	ENSMUST00000182041.7	14	1
RP23-90D4.5	ENSMUST00000120932.1	1	1
Gm26858	undef	0	1
Hectd2	ENSMUST00000149629.8	6	3
Mia2	ENSMUST00000176464.7	24	8
Ndufaf5	undef	0	63
RP23-97D19.2	ENSMUST00000181883.2	2	1
Fam102a	ENSMUST00000048375.5	11	5
Cfap43	undef	0	7
RP23-209M8.7	undef	0	3
Sbspon	ENSMUST00000040695.4	5	1
Fam134c	ENSMUST00000017946.5	9	65
Phkg1	undef	0	2
Ndufs6	ENSMUST00000147407.1	4	103
Ctsa	ENSMUST00000130959.7	3	1
Fkbp3	ENSMUST00000021332.9	7	1836
Rcor3	ENSMUST00000073279.12	10	6
Cadm3	ENSMUST00000157032.7	6	1
Sirt2	ENSMUST00000170068.8	13	3
L3mbtl1	undef	0	4
Cherp	ENSMUST00000079510.5	18	1
Nnat	ENSMUST00000153739.8	2	6601
Pacsin1	undef	0	71
RP23-162D3.2	undef	0	26
Nphp4	ENSMUST00000081393.9	30	1
Cyhr1	ENSMUST00000176274.1	4	2
Nisch	ENSMUST00000165981.7	11	476
Polr2d	ENSMUST00000025106.3	4	472
Fbxo6	ENSMUST00000105706.7	6	3
Cep112	undef	0	104
RP24-252O10.4	ENSMUST00000207556.1	1	2
Anp32e	ENSMUST00000015893.12	7	43
RP24-132L16.6	undef	0	6
Crtc2	undef	0	4
Crtap	undef	0	4
Nfkbil1	undef	0	34
Lin37	ENSMUST00000108164.7	9	24
Bcar1	ENSMUST00000212349.1	7	1
Csgalnact2	undef	0	20
RP23-281H4.3	ENSMUST00000143430.1	2	3
Palm	ENSMUST00000046945.12	9	2
Lppos	undef	0	64
Ghdc	ENSMUST00000017891.13	9	8
Tle1	ENSMUST00000107337.7	7	63
Cd151	undef	0	75
Bcl2l15	undef	0	1
Gins3	ENSMUST00000212434.1	2	3
RP23-226O20.3	ENSMUST00000134600.1	2	9
Ube2k	ENSMUST00000202572.1	3	20
Pcdhb13	ENSMUST00000056915.2	1	2
Nfkbil1	ENSMUST00000048994.6	4	127
Mtfr2	ENSMUST00000169712.2	7	3
Tbc1d10c	undef	0	1
Fbxo44	ENSMUST00000057907.9	6	36
Cecr6	ENSMUST00000178687.1	1	27
Filip1	ENSMUST00000172973.1	5	3
Ubc	ENSMUST00000108707.2	2	7
RP24-377H17.1	ENSMUST00000224481.1	1	1
Scn8a	undef	0	250
Uap1l1	undef	0	4
Gm26540	undef	0	9
Ebi3	undef	0	22
RP24-174D16.1	ENSMUST00000197775.1	1	1
RP23-363M8.1	ENSMUST00000190422.1	1	199
Trim17	undef	0	6
Gar1	undef	0	291
Arnt	ENSMUST00000107160.7	4	2
Baalc	undef	0	17
AC102296.1	ENSMUST00000148478.1	2	1
Mrpl42	ENSMUST00000217777.1	5	13
Psmb10	undef	0	36
Slc31a1	undef	0	122
Aff4	ENSMUST00000060945.11	21	1
Zfp30	ENSMUST00000032803.11	5	5
Cdh8	ENSMUST00000128860.7	12	23
Ppa1	ENSMUST00000160470.1	2	16
Kcnh7	ENSMUST00000131799.1	2	6
Chmp4b	ENSMUST00000136788.1	3	10
Zc3hav1	undef	0	1
Agl	undef	0	95
Rffl	ENSMUST00000071152.13	8	3
RP24-227L14.1	ENSMUST00000034464.7	4	216
Actg1	undef	0	1336
Pgr	undef	0	2
Aspn	ENSMUST00000021820.13	8	1
Dpm3	ENSMUST00000040824.1	2	167
Iqce	ENSMUST00000149674.7	10	1
Nell2	undef	0	428
RP23-46M23.2	ENSMUST00000118794.1	1	1
Kcnh3	ENSMUST00000041415.4	15	1
Calb1	ENSMUST00000136266.1	4	1
Stk16	ENSMUST00000189242.1	3	4
Mfap3l	ENSMUST00000160719.7	3	2
Gcdh	ENSMUST00000003907.13	11	33
Nr1d2	ENSMUST00000090543.5	8	3
AC151602.4	undef	0	6
Ssh1	undef	0	85
RP23-345O17.7	undef	0	6
Sipa1	ENSMUST00000169854.1	16	3
Cpsf3	undef	0	165
Pnkd	ENSMUST00000129219.1	2	47
Nrp1	ENSMUST00000212746.1	4	11
Pigc	undef	0	42
Thap7	undef	0	66
Ap1g2	ENSMUST00000036041.14	22	1
RP23-421N20.2	ENSMUST00000187332.1	1	1
Casz1	undef	0	24
Ifngr2	undef	0	115
Fam53b	ENSMUST00000097998.8	4	1
Brwd3	ENSMUST00000134434.1	8	2
Cnih2	undef	0	305
Mrpl45	undef	0	129
Fbxw9	undef	0	81
B3galt6	ENSMUST00000052185.4	1	246
Mcrs1	ENSMUST00000041190.16	15	630
RP24-381E21.2	undef	0	106
Klhl22	ENSMUST00000165790.8	7	7
Uchl1	ENSMUST00000031131.10	9	4663
Kmt2c	undef	0	340
Cpsf4	ENSMUST00000160422.7	8	30
RP23-406J21.4	ENSMUST00000204906.1	1	3
Rps15	ENSMUST00000062674.6	3	5257
Kansl2	ENSMUST00000116400.3	10	65
Ldb2	ENSMUST00000199261.1	8	33
RP23-454A11.1	undef	0	1
RP23-293K21.1	ENSMUST00000197897.1	1	17
Tmem200c	undef	0	17
Wnt5a	ENSMUST00000112272.1	5	4
Suv39h2	undef	0	88
Acly	ENSMUST00000165111.7	27	3
Zfp410	ENSMUST00000045931.11	12	92
Fam132b	ENSMUST00000086861.11	8	1
Pgls	undef	0	147
Tex29	undef	0	7
Ifngr2	ENSMUST00000023687.8	7	334
Dpp8	ENSMUST00000034960.13	21	19
Commd3	ENSMUST00000137817.7	5	2
Haus6	ENSMUST00000070607.8	17	5
Tpd52l2	ENSMUST00000108800.7	6	32
AC155163.6	ENSMUST00000147538.1	2	4
Gm22613	ENSMUST00000122679.1	1	17
Utp23	ENSMUST00000137116.2	3	138
Phf21a	undef	0	512
Ghitm	ENSMUST00000042564.16	9	8
Alkbh2	ENSMUST00000112279.1	4	26
Cdkn2aipnl	undef	0	158
Chn2	ENSMUST00000046856.13	13	49
Islr2	ENSMUST00000217050.1	2	6
Mampt	undef	0	73
Speg	undef	0	35
Phf6	ENSMUST00000078944.12	11	101
Qars	ENSMUST00000006838.15	24	183
Morc2a	ENSMUST00000096441.3	26	2
Nucb1	ENSMUST00000210208.1	2	1
RP23-331E5.9	ENSMUST00000214789.1	1	10
Otub2	ENSMUST00000021620.12	6	23
Uso1	ENSMUST00000031355.9	24	10
Nqo2	ENSMUST00000058978.8	7	10
Gltp	ENSMUST00000012028.13	5	90
RP23-8I8.3	ENSMUST00000206316.1	1	1
Iqsec2	undef	0	40
RP23-4F1.5	undef	0	2
Zfp523	undef	0	94
Ahsa2	undef	0	113
Sap18	ENSMUST00000111269.1	3	4
Cnot11	ENSMUST00000160145.1	5	1
Atp6v1b2	ENSMUST00000125211.1	2	147
RP23-180A14.6	ENSMUST00000223945.1	1	3
Snapin	undef	0	34
Zbtb26	undef	0	45
Jagn1	ENSMUST00000101070.4	2	355
Gpr75	undef	0	5
Ubtf	undef	0	604
RP24-299H18.4	undef	0	2
Nup214	ENSMUST00000124455.1	2	1
RP23-19E7.7	undef	0	1
Cflar	ENSMUST00000140940.7	10	1
Srrd	ENSMUST00000031289.6	7	10
Suv420h1	ENSMUST00000005518.15	9	5
Pacsin3	ENSMUST00000028694.11	11	23
RP23-316B4.2	ENSMUST00000142109.7	5	3
Eif4enif1	ENSMUST00000110049.7	19	1
Aaed1	ENSMUST00000222570.1	6	2
Aard	ENSMUST00000090025.4	2	18
Hagh	ENSMUST00000154363.7	4	6
Robo2	ENSMUST00000140062.1	4	3
Thbs3	ENSMUST00000153129.1	2	52
Sertad3	undef	0	56
Pnliprp2	undef	0	1
Cd82	undef	0	13
Psma2	ENSMUST00000170836.3	8	2184
AC103620.4	ENSMUST00000115480.7	5	1
RP24-538B17.1	ENSMUST00000178920.1	1	9
Arhgap27os2	undef	0	5
Tgif2	undef	0	111
Bhlhb9	ENSMUST00000148374.7	5	106
Ramp3	undef	0	2
Nudt2	ENSMUST00000030154.6	3	318
Xkr8	undef	0	6
RP23-442M18.1	ENSMUST00000190109.1	5	1
Gm27395	ENSMUST00000183938.1	1	1
Eif3m	ENSMUST00000028592.11	11	1559
Gria1	undef	0	476
Fpgt	undef	0	28
Celf2	ENSMUST00000123142.2	4	4
RP23-3M10.10	undef	0	100
Tcf4	ENSMUST00000201205.3	16	33
Fam213b	undef	0	10
Polr2j	ENSMUST00000111127.7	3	4
Plekhg2	ENSMUST00000129145.7	3	7
Aen	ENSMUST00000123824.1	3	162
AC153919.1	undef	0	152
Gm26664	undef	0	6
Ptprk	undef	0	594
Rps3	undef	0	1491
Oaf	ENSMUST00000034512.6	4	9
Rsrc1	undef	0	380
Pcbp3	ENSMUST00000001148.10	16	22
RP23-3K10.3	undef	0	27
RP24-95O4.3	ENSMUST00000197832.1	1	2
Atp2a2	ENSMUST00000031423.9	20	12
Zfp386	ENSMUST00000182566.1	2	8
Amz2	undef	0	440
Slc7a11	undef	0	1
Adam15	ENSMUST00000107448.8	22	1
Rasl11a	ENSMUST00000031646.7	4	41
Tnfrsf12a	ENSMUST00000024698.8	4	21
Myc	ENSMUST00000188482.7	3	1
Htra2	ENSMUST00000154829.7	7	2
Pdia6	ENSMUST00000162936.7	11	2
Klc1	ENSMUST00000118471.7	14	6
Fam46a	undef	0	23
Rell2	undef	0	108
Fgfr1op2	ENSMUST00000147862.1	2	129
RP23-349D13.3	ENSMUST00000043911.7	8	5
RP23-63A19.3	ENSMUST00000197086.1	1	2
Ywhaz	undef	0	1336
RP23-474J16.2	undef	0	2
RP24-257F22.3	undef	0	7
Grid2ip	ENSMUST00000120825.1	21	1
Ube2k	ENSMUST00000202082.3	5	1
Hnrnpa2b1	ENSMUST00000203954.2	13	3
Pja1	undef	0	248
Pnkp	ENSMUST00000208385.1	8	1
Med15	ENSMUST00000080936.13	17	1
Zswim7	ENSMUST00000072916.4	5	57
RP23-386D6.3	undef	0	12
RP23-60F20.3	ENSMUST00000130746.1	2	1
RP23-310N21.2	ENSMUST00000219398.1	1	9
Slc25a53	ENSMUST00000125747.7	7	15
Fam222a	ENSMUST00000043650.7	3	25
RP23-137F6.3	ENSMUST00000121938.1	1	2
Tmem55b	undef	0	215
Tefm	ENSMUST00000050207.9	4	47
Ap1g2	ENSMUST00000139536.7	2	1
Commd9	ENSMUST00000156799.1	2	1
Pigw	undef	0	5
Aebp1	undef	0	5
Rcor3	ENSMUST00000193144.1	3	2
Mast4	ENSMUST00000166867.1	2	1
Anxa7	ENSMUST00000224975.1	13	1
Rsg1	ENSMUST00000097813.2	6	10
Sh3rf1	ENSMUST00000034060.6	12	3
Nfic	ENSMUST00000105321.9	9	9
Tfdp2	ENSMUST00000188750.6	14	1
Ttc32	undef	0	18
RP23-204N19.8	ENSMUST00000097886.3	2	11
Efhd1	ENSMUST00000027472.6	4	3
Bub1b	ENSMUST00000038341.7	23	22
RP23-296O20.1	ENSMUST00000220278.1	1	9
RP23-353L10.2	ENSMUST00000201281.1	1	5
Kctd11	ENSMUST00000050555.4	1	4
RP23-184D18.6	undef	0	1
Eif1ax	undef	0	195
Kif5c	ENSMUST00000132968.1	3	1
Ncapg	ENSMUST00000123396.1	2	2
Ccdc85a	ENSMUST00000042534.14	4	5
RP24-443B5.2	undef	0	17
Rbp4	ENSMUST00000112335.2	6	1
Dlg2	ENSMUST00000135581.2	9	2
Nudt21	ENSMUST00000212981.1	7	1
Lamb2	undef	0	19
Mbnl2	ENSMUST00000088419.12	9	10
Mrps33	ENSMUST00000114797.1	3	150
Stk16	ENSMUST00000123825.7	3	30
Flrt1	ENSMUST00000113383.2	2	3
Mpv17l	ENSMUST00000023360.13	4	4
Rnf19a	ENSMUST00000227735.1	2	7
Dcaf8	ENSMUST00000191689.5	14	28
Cr1l	ENSMUST00000195586.1	4	1
Polr2b	ENSMUST00000031167.5	25	42
Ndufa8	undef	0	56
Napa	ENSMUST00000006181.6	11	641
Fbxo31	ENSMUST00000059018.13	9	192
Pik3ca	ENSMUST00000029201.13	20	1
Pcdh1	ENSMUST00000159405.2	3	9
Mbtps2	ENSMUST00000149249.1	4	2
RP23-205H1.1	undef	0	28
Pigu	ENSMUST00000077626.12	12	20
Pcmtd1	ENSMUST00000182114.7	5	23
Gm17619	ENSMUST00000180625.1	2	5
Prkar1a	ENSMUST00000049527.6	11	485
RP23-33N12.1	undef	0	16
Fus	ENSMUST00000123151.7	3	5
Fryl	ENSMUST00000143665.2	3	5
Arhgap27os1	ENSMUST00000130556.1	2	1
Rpl8	ENSMUST00000004072.9	6	10768
Srpk1	ENSMUST00000136504.1	3	1
Opa3	ENSMUST00000161711.1	2	6
Zdhhc15	undef	0	7
Nbeal2	undef	0	2
RP23-152H17.2	undef	0	3
RP23-399J5.1	undef	0	11
Tmcc1	undef	0	411
Kctd8	ENSMUST00000054095.5	2	2
Cct5	ENSMUST00000159121.1	4	12
Nectin3	ENSMUST00000096052.8	7	1
Sh3gl3	ENSMUST00000177895.7	9	22
Sgsm1	ENSMUST00000048112.12	25	1
Fam234a	ENSMUST00000114988.7	13	3
E4f1	ENSMUST00000227241.1	2	3
Ttc5	ENSMUST00000226768.1	4	5
AC124976.1	ENSMUST00000119417.1	1	14
Cpxm2	ENSMUST00000033149.4	14	4
Fam163b	ENSMUST00000151224.2	3	8
Gm26578	undef	0	18
Ppp3cc	ENSMUST00000078434.7	14	1
Spsb3	ENSMUST00000168265.7	7	30
Slc35e1	undef	0	36
Plec	undef	0	17
Nsmaf	undef	0	34
Dnajc7	ENSMUST00000014339.14	14	1003
Tmem100	undef	0	5
Snx9	ENSMUST00000002436.10	18	5
RP23-45G16.11	undef	0	3
Mfsd8	ENSMUST00000026859.10	12	7
Jam2	ENSMUST00000114195.7	10	39
Prdm2	undef	0	225
Slc20a2	ENSMUST00000067786.8	11	5
Rcn1	undef	0	24
Ncaph2	ENSMUST00000074552.11	20	137
Slc3a2	ENSMUST00000206598.1	8	18
Pknox1	ENSMUST00000176701.2	10	12
Pde4b	ENSMUST00000097949.10	10	1
Car12	undef	0	21
Zwint	ENSMUST00000160337.1	8	118
Fam65b	undef	0	189
Dcxr	ENSMUST00000125242.7	7	2
Abtb1	ENSMUST00000203137.2	12	1
C1d	undef	0	104
Ubr3	ENSMUST00000131553.1	8	2
Rnf44	ENSMUST00000177950.7	11	1
Clstn3	undef	0	48
Sept11	ENSMUST00000201700.3	9	101
Epb41l2	undef	0	56
Pttg1	ENSMUST00000121638.7	5	53
Acin1	undef	0	1548
Fam136a	undef	0	127
Psmd4	ENSMUST00000117355.1	9	17
Bcas1	ENSMUST00000152461.1	3	1
Scoc	undef	0	178
Letm2	ENSMUST00000210234.1	4	1
Tmem80	ENSMUST00000134221.1	2	5
Sostdc1	undef	0	4
RP23-121M22.6	undef	0	12
Atrnl1	undef	0	147
RP23-61D6.3	ENSMUST00000192781.1	1	1
RP24-496O17.10	undef	0	2
Slitrk1	ENSMUST00000100322.3	1	109
RP23-409P4.1	ENSMUST00000119395.1	1	19
Rnft1	ENSMUST00000020827.6	9	18
Smg9	ENSMUST00000002280.10	14	43
Zscan2	ENSMUST00000155128.2	2	3
Polr2j	ENSMUST00000041366.13	4	1473
Rorb	undef	0	57
Synj2	undef	0	1
Akirin2	undef	0	312
Tmem263	undef	0	58
Ccsap	ENSMUST00000122421.1	4	1
Rgs16	ENSMUST00000027748.7	5	66
Aktip	undef	0	121
Tmem37	ENSMUST00000056089.7	2	8
Nln	undef	0	93
AC129945.2	undef	0	1
Otud3	undef	0	27
Cacng7	undef	0	105
Pdik1l	undef	0	96
Ufd1l	undef	0	217
Dot1l	ENSMUST00000138505.1	2	2
Cisd2	undef	0	115
Snrpb2	ENSMUST00000139114.1	3	7
Rb1	ENSMUST00000168495.1	4	1
Apc2	ENSMUST00000154212.7	4	13
Hnrnph1	ENSMUST00000151537.1	2	30
Prss36	ENSMUST00000153110.7	5	6
Dad1	ENSMUST00000128231.1	2	5
Ermn	ENSMUST00000090940.5	3	3
Gm10322	ENSMUST00000095646.1	1	1
Dusp10	ENSMUST00000048655.7	4	8
Spindoc	undef	0	39
Copb1	ENSMUST00000033012.8	22	36
AC107822.5	undef	0	3
Nrtn	undef	0	1
Mbd5	ENSMUST00000154653.7	5	1
Wrap73	undef	0	77
Slc2a4	ENSMUST00000018710.12	11	9
Sssca1	ENSMUST00000159693.1	4	36
Coa7	ENSMUST00000141423.7	4	3
RP24-166L23.1	ENSMUST00000199389.1	1	3
Mbnl1	ENSMUST00000192623.1	2	8
Lyrm9	ENSMUST00000147875.8	4	112
Tbrg4	ENSMUST00000000394.13	12	33
Rps9	ENSMUST00000128729.1	3	1
Epn2	ENSMUST00000178202.7	11	2
Use1	ENSMUST00000110054.7	9	9
Ddx39b	undef	0	170
Slc31a2	undef	0	42
Pold3	undef	0	115
Pgm2l1	undef	0	134
Slc35a1	ENSMUST00000029970.13	8	77
Rwdd4a	ENSMUST00000177215.1	2	1
RP23-140G16.1	ENSMUST00000054477.7	2	9
Hmox1	undef	0	2
AC134411.2	undef	0	1
Tmem59	ENSMUST00000030361.10	8	1116
Rd3	ENSMUST00000180463.2	3	3
Rab8a	ENSMUST00000003121.8	8	280
Gpd1	undef	0	13
Hmox2	ENSMUST00000004172.14	6	445
RP23-443N7.2	undef	0	194
Ism1	undef	0	4
